animal_ID,treatment_odor,sex,species,dead,length_mm,D_time_move_p,D_total_dist_m,D_avg_speed_BL,D_max_speed_BL,D_mean_speed_first_BL,D_diff_speed_first_last_BL,D_sharp_turns_p,D_spirals,D_continuous,D_max_still_sec
190627-01-bottom,100ul_milliQ_water,f,Aedes aegypti,no,5.0,-14.516129032258064,-0.853201547262628,-0.12056889370606572,0.21864132558343297,-0.6833126032420462,0.7566356675971238,-4.060066740823136,-1,-32,6.5
190627-02-top,100ul_milliQ_water,m,Aedes aegypti,no,5.5,-1.3904338153503915,0.35016263519910296,0.14816439059142517,0.01781840686563374,-0.20401587783136085,0.24989681285760096,0.0,2,-14,13.5
190627-02-bottom,100ul_milliQ_water,f,Aedes aegypti,no,5.3,-1.0035601302592454,0.7480261138235242,0.24438434173200663,-11.82864458789329,-0.28343405506419395,0.32801724878579563,-0.015337375790494434,-2,4,15.5
190627-03-top,100ul_milliQ_water,m,Aedes aegypti,no,4.9,-15.509995020450834,-0.29288527346267834,0.07664347299770169,1.130306295123555,-0.36487180990035434,0.19498578556667567,-1.2285365327968965,0,-19,12.5
190627-03-bottom,100ul_milliQ_water,m,Aedes aegypti,no,5.6,-7.953281423804224,-0.10687137225226695,0.11172526788885728,-0.10151780180884584,-0.006618312491941267,0.14140144646093905,-1.1123470522803114,0,6,7.5
190628-01-top,100ul_milliQ_water,m,Aedes albopictus,no,4.4,8.51793319914637,0.25467768392313483,0.0077777828238322355,-1.5559593552166158,-0.04019131181415157,0.009093035996828841,3.1207592915497786,0,-7,-22.5
190628-01-bottom,100ul_milliQ_water,missing,Aedes albopictus,missing,5.2,-1.3922002474293222,0.09667257796603357,0.07727173709714918,0.1763207496710244,0.016623340839721015,0.13993375698876587,1.1799498638209718,0,-17,-62.0
190628-02-top,100ul_milliQ_water,m,Aedes albopictus,no,5.2,-14.198196076730262,-0.912614447732842,-0.14694955660051845,0.6363907951804855,-0.1792652720579685,-0.06951012799006995,-1.3811384360834227,-1,-64,33.5
190628-02-bottom,100ul_milliQ_water,m,Aedes albopictus,no,5.6,1.8790365934928985,0.050753618807308776,-0.008572132395152865,0.9346798813172745,0.058139764231631696,-0.0045991151242992245,-0.7838454506491996,2,27,-2.5
190628-03-top,100ul_milliQ_water,m,Aedes albopictus,no,4.8,4.616240266963295,0.22309680155358924,0.03461018275005645,0.2074921469617963,0.10250121041550903,-0.03961532502437548,1.1123470522803114,1,-2,49.5
190628-03-bottom,100ul_milliQ_water,m,Aedes albopictus,no,4.7,5.800868236648597,0.5310205075591496,0.12254007129829514,-0.12742444096446492,0.21802731900207792,0.06937745373404114,0.8309832245203586,-4,32,-20.5
190628-04-top,100ul_milliQ_water,m,Aedes albopictus,no,4.9,-2.3359288097886477,0.11861935618611552,0.07506028554311206,0.3743147807930405,0.03831685478439145,-0.15616109083150476,1.2791991101223577,-2,-5,1.0
190628-04-bottom,100ul_milliQ_water,m,Aedes albopictus,no,5.0,-6.634134437917901,0.1677367926093225,0.11566003018345372,-0.34881892434416484,-0.17758787049264377,0.023019149643865228,1.052084597833276,0,9,-2.5
190701-01-top,100ul_milliQ_water,f,Aedes albopictus,no,5.2,-19.57382287363309,-1.1330772647592813,-0.12536180209279724,-0.4159847473876619,0.018506138053490495,-0.6235340284501198,-0.7309802154376781,2,-64,99.0
190701-01-bottom,100ul_milliQ_water,m,Aedes albopictus,no,5.1,-8.389530695189283,-0.2691460364867426,0.0741665266174526,-0.8095182784807606,0.034070252597368435,-0.08638533374520455,-1.3333939618343584,0,-12,396.0
190701-02-top,100ul_milliQ_water,f,Aedes albopictus,no,5.5,7.063403781979979,0.7519700251920853,0.16232596590461235,5.55124388419566,0.023469254135904727,0.3870759756090274,0.8898776418242491,-8,23,-15.0
190701-02-bottom,100ul_milliQ_water,f,Aedes albopictus,no,4.8,-2.4471635150166833,-0.2121561782811634,-0.0416621264576984,0.10147320361167056,-0.08458033808638687,0.18595108058541487,0.11123470522803114,0,-7,-10.0
190701-03-top,100ul_milliQ_water,f,Aedes albopictus,no,4.9,17.63070077864294,0.43256013250856373,-0.045513091817381945,-0.15619760633383217,0.6276892081919482,-0.7720433719831817,-1.2235817575083425,10,41,-11.0
190701-03-bottom,100ul_milliQ_water,f,Aedes albopictus,no,4.7,-4.587332861653614,-0.21254185182350138,-0.039508322294288245,0.8524499693929735,-0.12471936081568426,-0.153533894432342,-1.4993782122348271,4,-27,13.0
190701-04-top,100ul_milliQ_water,f,Aedes albopictus,no,5.5,25.083426028921018,1.0993377241798914,0.13174953531326006,0.6090016004692782,0.2955751125500814,0.06072680240904377,1.7241379310344827,-2,74,-149.5
190701-04-bottom,100ul_milliQ_water,m,Aedes albopictus,no,4.7,-15.739710789766406,-0.5321280146223137,0.018475466311433264,-0.36401095092051894,-0.026305568063853514,-0.045018989861071036,-1.8909899888765294,0,-38,182.0
190701-05-top,100ul_milliQ_water,f,Aedes albopictus,no,4.5,-7.174638487208007,-0.2886000339792323,-0.06490495145022002,-0.04607197476340463,-0.23337231564065963,0.19592657589214596,0.11123470522803114,-3,8,22.5
190701-06-top,100ul_milliQ_water,m,Aedes albopictus,no,4.2,-1.1123470522803096,0.023188171195885343,0.11833874169838476,0.19132524319910527,-0.04225851070119574,-0.026499720668837087,-0.5561735261401557,0,11,2.5
190701-06-bottom,100ul_milliQ_water,m,Aedes albopictus,no,5.3,-6.117908787541715,-0.14824231675585198,0.00045179584846599674,-2.1768326164924146,-0.08548715247317039,-0.06814107386095625,1.223581757508343,-2,-6,8.0
190701-07-top,100ul_milliQ_water,m,Aedes albopictus,no,5.1,-2.7252502780867633,-0.017946115595374956,-0.08588163111023034,-0.4400411289114683,-0.09164082926160276,0.11110239352236892,-0.11123470522803114,0,-3,233.5
190701-07-bottom,100ul_milliQ_water,m,Aedes albopictus,no,5.8,3.448275862068961,-0.027640728888054467,-0.039953516731044414,0.11670781930197793,-0.12082487753735531,0.2036367924500065,-0.5005561735261397,1,4,-5.0
190701-08-top,100ul_milliQ_water,m,Aedes albopictus,no,4.3,22.539316711230768,0.8946332548761604,0.13719790142662003,0.27761047158843954,0.06096170653074118,0.21148248780021411,0.8928848384835382,2,57,-37.0
190701-08-bottom,100ul_milliQ_water,m,Aedes albopictus,no,4.9,6.95216907675195,0.16514477332775512,0.009092956009930209,0.7685191383203456,-0.040969571014319466,0.25796959049426993,0.44493882091212433,0,26,-11.0
190702-01-top,100ul_quinine,f,Aedes albopictus,no,4.5,8.787541713014463,0.2960467712804624,0.13430685778667373,0.47885766858766554,-0.0014678158411110464,-0.01901209008022975,0.5005561735261401,0,32,-41.0
190702-01-bottom,100ul_quinine,m,Aedes albopictus,no,5.3,3.2612358491090987,1.1516384446394052,0.3352225216057456,0.3855642011538509,0.2141015745933396,0.21081846704824836,0.6150061120348038,0,14,-36.0
190702-02-top,100ul_quinine,m,Aedes albopictus,no,4.9,-1.1441947183013568,0.6320435678000949,0.2744980778122643,0.7946298637623865,0.24999499251237287,-0.30072123518000865,-0.33636582538070225,-3,26,-15.0
190702-02-bottom,100ul_quinine,m,Aedes albopictus,no,5.3,5.951056729699673,0.2898149465208284,0.0451841911359413,0.5567555771380266,-0.06137811638610807,0.15708182182236352,-0.38932146829810943,9,27,2.0
190702-03-top,100ul_quinine,m,Aedes albopictus,no,5.2,-14.07119021134594,-0.35621022181049794,-0.0009174280635628751,-0.433276557247011,-0.29334544680656355,0.21761777862328466,-0.5561735261401557,0,-26,92.0
190702-03-bottom,100ul_quinine,m,Aedes albopictus,no,4.6,9.510567296996655,0.4206251131818417,0.08271236733776799,0.1876220094158163,-0.04450839873739243,0.0924772556366773,0.7230255839822024,0,26,-33.5
190702-04-bottom,100ul_quinine,f,Aedes albopictus,no,5.2,-3.112840466926073,0.47291569865679417,0.2115810165226396,6.2275706577663,0.185789353669785,-0.2194356382946509,-5.00277932184547,-1,14,7.0
190702-05-top,100ul_quinine,f,Aedes albopictus,no,4.3,3.021577306883515,1.236917819619332,0.43752871439375285,0.8579720275534699,0.9358569989238512,-0.9249607235121318,2.054039415050136,-3,37,-24.0
190702-05-bottom,100ul_quinine,f,Aedes albopictus,no,5.2,-7.533291576521627,0.5853395761530582,0.39918938784326374,1.6930885194140344,-0.09640126365483376,0.057021499435257306,0.9989791634333995,-6,-17,50.0
190702-07-top,100ul_quinine,m,Aedes albopictus,no,4.7,2.052988281093006,0.11551702684841647,0.2353402994528434,0.6155023782035647,0.03230086115044503,-0.28074680317801165,0.3333022115240144,1,6,-241.5
190702-07-bottom,100ul_quinine,m,Aedes albopictus,no,4.9,-2.3144114793721116,0.5461744325233109,0.369444180100705,0.9528192330333258,0.0225098488341679,0.6699132187086421,-1.1100902058429445,2,29,-1.0
190702-08-top,100ul_quinine,f,Aedes albopictus,no,4.5,3.5298314908603956,0.2461029070781655,0.07267739002958551,0.2932189595628256,0.03592125208077225,-0.15766699595759437,1.2801574969656233,6,-5,7.5
190702-08-bottom,100ul_quinine,f,Aedes albopictus,no,5.4,7.0371254330517345,1.0560734139373702,0.290178164643374,0.5759725227914445,0.5298789844856608,0.17243607497171481,0.1691398199840357,-7,74,-48.5
190703-01-bottom,100ul_quinine,m,Aedes albopictus,no,5.2,1.4251598418573082,1.05375907664712,0.3522821776096,1.598761493179312,0.33288410159851944,-0.17954383067711982,1.9486809990448797,-7,42,60.5
190703-02-top,100ul_quinine,f,Aedes albopictus,no,4.6,-4.86399872379971,-0.5679177856871482,-0.20274654256535662,0.5543275014120539,0.21681182299119423,-0.6551425810765423,-1.0582754848973694,7,-27,-21.5
190703-02-bottom,100ul_quinine,m,Aedes albopictus,no,4.0,-8.037201829192938,0.1659937823020612,0.22853730227060343,-0.027616232938454832,-0.5366247088554801,0.8053556009148408,1.342417500926957,2,-41,7.5
190703-03-top,100ul_quinine,m,Aedes albopictus,no,4.3,7.846663423612121,1.2738643493684323,0.3928194615484135,0.8867535225644692,0.2877333821979773,-0.22485508009561117,2.8907080290387652,-10,35,0.5
190703-03-bottom,100ul_quinine,f,Aedes albopictus,no,4.3,11.247216035634743,0.23703596970415752,-0.027342143211710468,0.2676344353102398,-0.12874678435222398,0.2653152085129347,0.5011135857461024,4,46,5.0
190708-01-top,100ul_quinine,f,Aedes albopictus,no,5.5,-4.93364342699352,0.46272891745644573,0.20112993747588515,1.8136246992850107,0.3145187097766578,-0.23833190270831023,-2.9548133303092383,6,10,19.5
190708-01-bottom,100ul_quinine,f,Aedes albopictus,no,4.5,-10.87246591698144,0.4483327712728338,0.43482266830096505,-1.1504765920353943,-0.061520354262651844,0.2839555188934862,1.1693556116022932,4,-20,8.5
190708-02-top,100ul_quinine,m,Aedes albopictus,no,5.1,6.729699666295886,0.4949714242205596,0.08382543871059689,-0.5137428150395134,0.727568637063281,-1.1075522388457375,-0.7230255839822024,1,53,-24.5
190708-02-bottom,100ul_quinine,m,Aedes albopictus,no,5.3,-11.152873129916813,-0.02285306927848607,0.12653992064378783,0.44325994606723196,-0.014134436555204345,-0.2558380037343548,-0.77721923140966,-7,-15,30.0
190708-03-top,05_percent_food,f,Aedes albopictus,no,5.0,-28.921023359288107,-0.7783558169968932,0.002507631486946771,0.10072096592868096,0.15735417000858107,-0.05008829405295176,-2.113459399332591,-6,-40,15.5
190708-03-bottom,05_percent_food,m,Aedes albopictus,no,4.9,-19.966629588431594,-1.4346597102507817,-0.3580797235763462,0.01096328786499523,-0.10500321907789323,-0.5247633867497317,-3.3926585094549497,-4,-73,-60.5
190708-04-top,05_percent_food,f,Aedes albopictus,no,5.8,-12.824024467921141,-0.30246603873641975,-0.02388269250341224,0.31709786845726207,-0.18509238003032857,0.06080654489762333,-2.6168320331190964,0,-24,8.5
190708-04-bottom,05_percent_food,m,Aedes albopictus,no,5.3,-29.186750710666175,-0.8364379152777137,-0.06657358928556856,-0.4681736474064606,-0.20962014034246712,0.13227713988909365,-3.2174638487208007,1,-51,-1.5
190708-05-top,05_percent_food,m,Aedes albopictus,no,5.8,-14.849833147942164,-0.2566048438738404,0.03662737842896158,-0.5097861725458239,-0.2836747582341649,0.2543467582321881,-4.505005561735262,-2,-16,2.5
190708-06-top,05_percent_food,f,Aedes albopictus,no,6.3,-9.510567296996665,-0.26963327038007767,-0.021038232087660813,0.23457107742336825,0.06432140900604504,0.054240558243881354,-1.5016685205784208,-1,1,-23.0
190708-06-bottom,05_percent_food,f,Aedes albopictus,no,4.5,-14.182424916573972,-0.45989595501446234,-0.03664908330410199,0.4186331557618197,0.1730450024352601,-0.635425281402435,-1.0567296996662954,-2,-33,-52.5
190708-07-top,05_percent_food,m,Aedes albopictus,no,5.4,-15.79433663525861,-0.4280746222844386,-0.06561004645262086,-0.6207219809752071,0.053980255412776346,-0.19493780101860958,-0.720329923994782,0,-53,-73.0
190708-07-bottom,05_percent_food,m,Aedes albopictus,no,4.7,-15.461624026696335,-0.4892934506023421,-0.029868890201542264,0.05570858587335126,-0.23817393507988716,0.3352905522146937,-3.225806451612904,-1,-25,1.5
190708-08-top,05_percent_food,m,Aedes albopictus,no,5.1,4.6475578757448375,0.11399579886831135,-0.00580984941439211,0.01992825142017729,0.02002593574593256,0.07008561811835823,1.8917937971966874,-8,33,-16.5
190708-08-bottom,05_percent_food,f,Aedes albopictus,no,5.5,-24.540144351608017,-0.7470182404810386,-0.11785588644388334,0.10051624037604179,-0.06869843550499415,-0.013487665566027804,-4.4504084273737545,-2,-36,-32.0
190708-09-top,05_percent_food,f,Aedes albopictus,no,5.7,-5.02380200098807,-0.03157531549748138,0.016505538241383455,-0.025706995782821762,0.14971804192143384,-0.31746255139498836,0.5550605607737831,-7,-19,-61.5
190708-09-bottom,05_percent_food,m,Aedes albopictus,no,5.5,-8.342602892102335,-0.4911553743476895,-0.14762986267947253,-0.06261356595116885,-0.06231751642903763,-0.04718668962305089,-1.6129032258064515,-1,-26,-108.5
190709-01-top,05_percent_food,m,Aedes albopictus,no,4.0,-17.241379310344826,-0.5355817067945008,-0.08783411972298583,-0.7222508232011462,0.03906953043003164,-0.27405381061994316,-2.0022246941045605,2,-58,1.5
190709-01-bottom,05_percent_food,f,Aedes albopictus,no,5.3,-7.308194331172736,-1.1725381081234239,-0.3527429786971069,-0.4445387273136583,-0.2930633302699954,0.32429848160300034,-1.664285126887326,0,-87,-52.0
190709-02-top,05_percent_food,m,Aedes albopictus,no,5.0,-23.359288097886534,-0.4795962867068808,0.08476521447019592,2.5764589608564745,0.38848489195094904,-0.6063803253323369,-0.5005561735261406,0,-71,26.5
190709-02-bottom,05_percent_food,f,Aedes albopictus,no,5.3,-15.461624026696327,-0.2697833348916543,0.05362662719796962,-0.4121106308805704,-0.353231451898928,0.15228380437623215,-1.1123470522803114,-17,-54,26.0
190709-03-top,05_percent_food,f,Aedes albopictus,no,4.4,-23.281634264993627,-0.5618531878698552,-0.017322608591997635,-0.051401169552371506,0.3287527155635697,-0.7274742462252906,-1.6672516237976658,-3,-49,-69.0
190709-03-bottom,05_percent_food,f,Aedes albopictus,no,5.8,-11.290322580645167,-0.0966793205598484,0.06137508457543528,-0.21974316528257565,-0.0024095827297394012,0.2751681578348663,-1.612903225806452,-5,-8,-34.0
190709-04-top,05_percent_food,f,Aedes albopictus,no,4.3,-0.22246941045605695,0.24196652920807638,0.11331670556867246,-0.3562299914202125,-0.011692470887054968,-0.11381399057523015,0.44493882091212456,-1,10,-52.5
190709-04-bottom,05_percent_food,m,Aedes albopictus,no,5.8,-9.824525240745444,-0.6208671572640214,-0.09762199452064235,0.25721799623150154,-0.0679627649411361,-0.05348778239299057,-0.5041154364925351,2,-77,-6.5
190709-05-top,100ul_quinine,f,Aedes albopictus,no,5.7,-7.786429365962178,-0.02780099028544969,0.07720838791921625,0.1927353133721681,-0.39156778631305994,0.1582440421084384,-1.8909899888765298,-4,-4,-16.5
190709-05-bottom,100ul_quinine,m,Aedes albopictus,no,5.0,-13.515016685205786,-0.07725996466947094,0.16232896475606728,0.6181341658296287,-0.4557460095617743,0.3338567635832065,0.5561735261401557,0,-10,-20.0
190709-06-top,100ul_quinine,f,Aedes albopictus,no,4.9,-13.181312569521687,-0.14610985724523062,0.10581558359722609,0.27289336189577185,0.2873547955308277,-0.7207132668554231,-1.5016685205784208,-6,-24,25.5
190709-06-bottom,100ul_quinine,m,Aedes albopictus,no,5.2,-0.2385015688612171,0.01199929189489457,0.01891901795436335,0.6653085062410773,-0.055452698025468386,-0.05284989410027399,-1.2814894184659518,0,16,-26.0
190709-07-top,05_percent_food,m,Aedes albopictus,no,5.6,9.78865406006674,0.057283092523603196,-0.08282425398025262,0.9283112534060776,0.154469787854689,-0.07098092677011542,0.22246941045606228,0,57,-81.5
190710-01-top,100ul_milliQ_water,m,Aedes aegypti,no,6.0,-9.879678341668196,-0.6648612735203638,-0.08334431820849841,-0.1707206950496467,-0.07609446406973938,-0.01695936129259748,-1.6179171440721554,1,-30,27.5
190710-01-bottom,100ul_milliQ_water,f,Aedes aegypti,no,5.3,-16.460011247339907,-0.9530093156760151,-0.15140289376517624,-1.1595965448826604,-0.31661507802077,0.4359394023377652,-1.437380311209436,-1,-57,22.0
190710-02-top,100ul_milliQ_water,f,Aedes aegypti,no,5.3,-11.990754582318942,-1.0407395059296953,-0.23013702096036237,-0.637215714278053,-0.6430187236002294,0.6209024143996814,0.16270474273337765,4,-57,52.5
190710-02-bottom,100ul_milliQ_water,f,Aedes aegypti,no,5.4,-10.32749552306619,-0.37222741240454993,-0.04229501670002023,-0.2601371409927946,-0.23112642417957185,0.10500631384842013,-2.284334971832302,2,-16,13.5
190710-03-top,100ul_milliQ_water,m,Aedes aegypti,no,5.0,11.957730812013345,-0.03497893410774555,-0.11287739432143518,-0.6479686335484129,0.15402487005008378,-0.19950924941363557,-0.7786429365962184,-4,23,-29.0
190710-03-bottom,100ul_milliQ_water,m,Aedes aegypti,no,5.2,3.6291173708745816,-0.10701633980215997,-0.06085097391251215,-0.5753952769805966,-0.16763006787539952,0.18101486283304935,-1.3927860239194856,-1,22,-5.5
190711-01-top,100ul_quinine,m,Aedes aegypti,no,4.9,-48.220244716351495,-1.3634633888980812,0.20274280811912504,-0.6770110359782775,-0.21293364909479007,-0.018206915022051295,-4.282536151279199,-9,-110,69.0
190711-01-bottom,100ul_quinine,m,Aedes aegypti,no,5.1,-47.74874930516954,-1.3532870494073646,0.28788144535664917,-0.40958302124868595,-0.48318191328212223,-0.1885362975388649,-4.558087826570317,-1,-121,240.5
190711-02-top,100ul_quinine,f,Aedes aegypti,no,4.6,-15.360591848458057,-0.37444624765451184,0.06528929299174568,-0.021032433059958056,-0.2528214398344357,0.5497791512733069,0.0699552985951648,-9,-16,12.5
190711-02-bottom,100ul_quinine,f,Aedes aegypti,no,5.4,-37.263626251390434,-1.6845202424911618,-0.09713060322762679,-0.07211195241830826,0.10076781915007155,0.22914016742615362,-1.9466073414905454,0,-97,153.5
190711-03-top,100ul_quinine,m,Aedes aegypti,no,4.8,-22.52502780867631,-0.439668034149315,0.09012800459459758,-0.2476444325286704,-0.23809480558318036,0.29053644251814137,-1.6129032258064515,0,-51,121.5
190711-03-bottom,100ul_quinine,f,Aedes aegypti,no,4.6,-38.87652947719688,-2.032250636850145,-0.3467702105103031,-1.0318840857641876,-0.31409854991809905,0.030150987182524625,-5.005561735261402,-3,-118,100.0
190711-04-top,100ul_quinine,m,Aedes aegypti,no,5.2,-27.030033370411566,-1.248628843643092,-0.2087290393069653,-0.14169495282147992,-0.19753971410377513,-0.013686784027754667,-3.225806451612903,-2,-82,263.5
190711-04-bottom,100ul_quinine,m,Aedes aegypti,no,5.4,-12.420971730061382,-0.5154910491748754,-0.06222478031233625,0.10344434204375319,-0.31369634579152605,0.00010086024464056598,-1.9479676324938895,-1,-19,38.0
190711-05-top,100ul_quinine,f,Aedes aegypti,no,5.1,13.8075571509307,0.43100153548117537,0.01664613597555009,-0.0698791061674684,-0.3124419665261366,0.662979351237643,1.1692952597426314,0,38,-317.0
190711-05-bottom,100ul_quinine,f,Aedes aegypti,no,5.5,-18.631813125695214,-0.8252197627476061,-0.08227560551405466,-0.2519684107876059,-0.2497883842974228,0.5399515645829942,-2.836484983314794,0,-57,79.5
190711-06-top,100ul_quinine,m,Aedes aegypti,no,4.3,-33.87096774193549,-1.2376909017915156,-0.11150020928333904,-2.2974360861941916,-0.19093739033269502,0.1969800996997893,-5.951056729699666,-1,-97,186.0
190711-06-bottom,100ul_quinine,f,Aedes aegypti,no,5.4,-25.77176419231794,-1.3394912789481925,-0.1480401995918692,0.236537204872739,-0.36224407120439184,0.47221886980366323,-1.9431138668683197,1,-95,119.0
190711-07-top,100ul_quinine,m,Aedes aegypti,no,4.9,-15.350389321468302,-0.5584646778031619,0.04600091442448684,0.6779863005445546,-0.386437447817856,0.23236363102969682,-3.337041156840934,0,-38,73.0
190711-07-bottom,100ul_quinine,m,Aedes aegypti,no,5.1,-18.409343715239153,-0.6616302019607732,-0.0721004373432711,-0.212995774743729,-0.12699787147228142,0.09617176901020164,-0.22246941045606228,1,-41,51.5
190712-01-top,100ul_milliQ_water,m,Anopheles arabiensis,no,5.1,2.5583982202447153,0.08659827920928143,-0.22770232044965688,-0.2094016752472374,-0.07527137270633208,-0.2282063508451255,0.05561735261401557,0,9,-42.5
190712-01-bottom,100ul_milliQ_water,m,Anopheles arabiensis,no,4.4,-2.9405781607752672,-0.10005130174743548,0.16254093415691062,-0.32923677407660357,-0.6104791225952145,0.38076201820945044,-0.33249840320385604,0,-5,-8.0
190712-02-top,100ul_milliQ_water,m,Anopheles arabiensis,no,4.7,0.0,-0.0009182241465714292,0.0,-0.0545990508483007,0.0,-0.0009191601610417086,0.0,0,0,0.5
190712-02-bottom,100ul_milliQ_water,m,Anopheles arabiensis,no,5.0,-1.2791991101223594,-0.3357146417243949,-0.4108840205270935,-2.310048459730453,-0.3416608481098022,0.40343829574225665,-1.0011123470522802,-1,4,37.5
190712-03-top,100ul_milliQ_water,m,Anopheles arabiensis,no,3.8,0.3337041156840934,-0.12623880078364763,-0.6402900520186304,-0.8141055421200623,-0.811874293460894,0.7969511943936362,0.0,0,-4,-265.5
190712-03-bottom,100ul_milliQ_water,f,Anopheles arabiensis,no,3.6,-7.341490545050056,-0.3657211642027025,-1.5525702873737437,-4.577143236895023,-0.6550727365049756,0.6625576852901497,-1.557285873192436,0,-24,251.5
190712-04-top,100ul_milliQ_water,m,Anopheles arabiensis,no,4.6,-5.506117908787543,-0.4901633833977655,-0.5226751572748098,-1.6525788817490108,0.10748592040745446,-0.22963218997217144,-1.7241379310344827,-1,-17,41.0
190712-04-bottom,100ul_milliQ_water,m,Anopheles arabiensis,no,4.4,6.507230255839822,0.26838120196201404,-0.06044524726140321,1.4274348577274734,-0.08231258501270024,0.3936786824071729,1.0011123470522802,1,26,-411.0
190712-05-bottom,100ul_milliQ_water,m,Anopheles arabiensis,no,4.4,3.0589543937708568,0.11358203207586215,-0.8650097368117451,-1.8640181156809708,-0.30610386288313635,0.6264639543500312,0.44493882091212456,0,9,137.0
190712-06-top,100ul_milliQ_water,f,Anopheles arabiensis,no,4.5,-4.727474972191324,-0.2827024879215599,0.03280346889611074,0.833452750929573,-0.3552114294735265,0.21300205930186017,-0.7230255839822026,0,-14,87.5
190712-06-bottom,100ul_milliQ_water,f,Anopheles arabiensis,no,4.2,-12.124582869855393,-0.5393099808073263,0.14009269751701026,0.27580016187199696,-0.05466717484917988,-0.21873563161725335,-2.3359288097886544,0,-41,213.5
190712-08-bottom,100ul_milliQ_water,m,Anopheles arabiensis,no,5.0,-1.8336104410990903,-0.21560078245692188,-0.23658354399384662,-1.9698193436966878,-0.347418916426828,0.3536171649122157,-0.16663564790969648,0,-5,255.5
190715-01-top,100ul_milliQ_water,f,Anopheles arabiensis,no,4.1,6.167373914936057,0.2782856203927568,0.04137753064648875,-0.938420776639338,0.03990932707405799,0.10365925287199003,1.2226233706650773,0,21,-14.0
190715-01-bottom,100ul_milliQ_water,m,Anopheles arabiensis,no,3.9,16.95210106220178,0.8378300509907117,0.43220258202732964,1.7137181210860861,-0.34906393220064824,0.3927925633710355,2.9459574933794017,0,47,-556.0
190715-02-top,100ul_milliQ_water,f,Anopheles arabiensis,no,4.7,-8.467966074342375,-0.2602363587273502,-0.0470765339289026,-0.5935001248541396,-0.5557108082503637,0.35980913332173714,-0.27845775152553554,0,-50,-48.5
190715-02-bottom,100ul_milliQ_water,f,Anopheles arabiensis,no,4.6,14.285899573837316,0.7035908083785338,-0.20841202085806576,-1.150323183392996,-0.05340649353298043,0.7551126263463283,1.2784880489160644,0,59,-248.5
